path,bytes,sha256
nightmare_sails/cavalry_protection_v2.csv,30811,231493a1dc29a3e32e425866c98fb0f044998195001484aeb3f6a667de063a64
nightmare_sails/cavalry_utility_v2.csv,30811,0acde2fe01cdf1c1c71e4cd8e927dfba6baf6364f476b580c5156030106784d4
nightmare_sails/infantry_protection_v2.csv,91918,ef961a7df896a43197aa426ff4bf3fe3d8c76afa94d3992804a4002caa93e4b7
nightmare_sails/infantry_utility_v2.csv,91918,2c7262de0447815bf13cf5536570927d90f7297fa8e9e98ef6cf33e2d56c48c0
nightmare_sails/meta.json,1665,3745c524b70068311415e174b237ea48008ec37e32eba051e562062c5def6851
nightmare_sails/nightmare_sails_defensive_review_queue_v2.csv,818,43ec962bd7f6ad382eef5fa8ea6867e5c72f8569c7c6bf57d56a814f3af57c7b
nightmare_sails/nightmare_sails_defensive_roster_features_v2.csv,143923,b6f21ee178e67b19e8d4e4bda6dafdb938495a2709450577abcd147f95451b3b
nightmare_sails/nightmare_sails_defensive_troop_scores_v2.csv,121911,9813d83ef655350b8aff103d5eae91cdc52fadbe42953782d203319453de79f7
realm_of_thrones/cavalry_protection_v2.csv,78364,7c03f739d9f4e5eb2f613f8bdd7d877d51a058acbcfc74f6dce350cd0469abd4
realm_of_thrones/cavalry_utility_v2.csv,78364,efaccbd35bf5d3b28251c87b6d86214121f1c9b8c91667f14cceaae3b7bf8cdb
realm_of_thrones/infantry_protection_v2.csv,312126,6b945cb895e2088d265cbf3e127c37057cae2dbfd8117098227f53e4ff150f8e
realm_of_thrones/infantry_utility_v2.csv,312126,450cd04af448d2bf714d3835ecf2d4b022c636415e86aff8e60694ecb8daa29b
realm_of_thrones/meta.json,1674,8b788db60800d312ef4f36e240c3a6e0d0df02be1b705780e6fcad6745ac3b5a
realm_of_thrones/realm_of_thrones_defensive_review_queue_v2.csv,818,43ec962bd7f6ad382eef5fa8ea6867e5c72f8569c7c6bf57d56a814f3af57c7b
realm_of_thrones/realm_of_thrones_defensive_roster_features_v2.csv,207897,4893877752166ce531dadca7f5880b414e1677c601ed528fa38cb40d7e23b6c8
realm_of_thrones/realm_of_thrones_defensive_troop_scores_v2.csv,389672,03d7dcad89f3389c5b966c3b7620d9f830612a7732533b2b6a6c16f03d3e7166
taom/cavalry_protection_v2.csv,59056,b6fac3b2ecd6905e15908f8d7e1cc61a441e243c6101deb50afa566022527e0e
taom/cavalry_utility_v2.csv,59056,67924721cd83c9b83cbad52472219fbfc0b48e5df95387f86ccca56c4879d7b2
taom/infantry_protection_v2.csv,333482,f5cfdadb6c348d299fe4e6b85cf07f614496ad74c6786654e36e9c8822093b56
taom/infantry_utility_v2.csv,333482,3268c697eea02d2c5bc4e1d8cdeb8267467f41cd09a74863a5de3210e67dd4fc
taom/meta.json,1591,da104d0f7cf4d9d8ff8a247139388a8e1180f167dde633ac49b6eb9ec532603b
taom/taom_defensive_review_queue_v2.csv,11294,6eced508ab0878d983ec9d790d6b25cbb5ef07e0f776ef9882e1502ef24fb6df
taom/taom_defensive_roster_features_v2.csv,406002,8029b3b62cc3e35fec00924f0db8dac6ef732ab1d2c79fc112b9f6d4106fdcf5
taom/taom_defensive_troop_scores_v2.csv,402196,9d5c191e1aeaff5ac22de83e00ad01ed67814a7281f885ada6ece16fc9344006
vanilla/cavalry_protection_v2.csv,30733,344b8d90b471c15435532cd8cff21447c37d8367d23d661fc92f319dbd202f11
vanilla/cavalry_utility_v2.csv,30733,a8e921f0dd182c02b1ae36f27c668769f84e68b71034647e4a3fb7f479d9ac4a
vanilla/infantry_protection_v2.csv,97203,0cfe4002697504f548e80761f745864f04bdc778f3bf6333091709c36f19f70f
vanilla/infantry_utility_v2.csv,97203,d4efc3316343625c79a181c8051c32d46fed3a982c8628ef9c0b9af32a68eee7
vanilla/meta.json,1487,51669306fff5d7c9c462419a153b33ed3d1c19f3958b2c08ca4176ecf15ce444
vanilla/vanilla_defensive_review_queue_v2.csv,818,43ec962bd7f6ad382eef5fa8ea6867e5c72f8569c7c6bf57d56a814f3af57c7b
vanilla/vanilla_defensive_roster_features_v2.csv,142359,00bea61bdaff43335333eb1ec1a7132d444497378a1a3dae4468551a5fdb7e41
vanilla/vanilla_defensive_troop_scores_v2.csv,127118,5956a25018ae10d536bf31655bcadcc368adf40706105c273c2bc22237619c47
